loannumber,loanamount,totaldue,termdays,bank_account_type,bank_name_clients,employment_status_clients,last_loan_amount,avg_amount,std_amount,avg_total_due,avg_term_days,std_term_days,avg_approval_time,avg_payout_time,prct_duedate_default,loan_growth_trend,max_repay_delay,avg_loan_gap,referred,age,state,acct_age_years,time_btwn_last_loan,default,credit_score,debt_to_loan_ratio,const_default,unusual_large
5,20000.0,24500.0,30,Savings,GT Bank,Permanent,20000.0,12500.0,4330.13,15125.0,22.5,7.5,0.0,20.25,0.0,3000.0,0.0,1.3333,0,40.0,Rivers,8,1,0,4.082297574514297,1.225,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,2,0,3.3965419159095984,1.3,0,0
4,20000.0,24500.0,30,Savings,Diamond Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,25.666666666666668,0.0,0.0,0.0,6.0,0,38.0,Lagos,8,6,0,4.062128290437688,1.225,0,0
11,40000.0,44000.0,30,Savings,Stanbic IBTC,Permanent,40000.0,26500.0,11842.72,29625.0,24.0,7.35,0.0,19.8,0.1,3969.697,2.0,30.0,0,38.0,Kano,9,0,1,4.427571583719766,1.1,0,0
2,10000.0,13000.0,30,Savings,Sterling Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,32.0,1.0,0.0,3.0,0.0,0,39.0,Ogun,8,0,1,0.9687289903290863,1.3,1,0
2,10000.0,13000.0,30,Savings,First Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0,38.0,Ogun,8,26,1,4.062128290437688,1.3,0,0
4,20000.0,24500.0,30,Savings,Stanbic IBTC,Unknown,10000.0,10000.0,0.0,12500.0,25.0,7.07,0.0,19.666666666666668,0.0,0.0,0.0,0.0,0,38.0,Lagos,8,0,1,3.37637263183299,1.225,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,41.0,1.0,0.0,11.0,0.0,0,40.0,Unknown,8,213,1,0.24616869796066107,1.3,1,0
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1,40.0,Unknown,8,1,1,3.3965419159095984,1.15,0,0
2,10000.0,13000.0,30,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,37.0,1.0,0.0,6.0,0.0,0,41.0,Ondo,8,10,1,0.9713147959799336,1.3,1,0
3,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,18.0,0.0,-0.0,0.0,4.0,0,40.0,Unknown,8,18,0,3.3965419159095984,1.15,0,0
3,10000.0,11500.0,15,Other,Sterling Bank,Permanent,10000.0,7500.0,2500.0,8625.0,15.0,0.0,0.0,20.0,1.0,5000.0,6.0,375.0,0,48.0,Rivers,9,12,0,1.7276629488527633,1.15,1,0
7,30000.0,34500.0,30,Unknown,Unknown,Unknown,30000.0,18333.33,8975.27,22150.0,30.0,15.0,0.0,24.5,0.16666666666666666,4857.1429,2.0,56.0,0,40.0,Unknown,9,3,0,3.556258511610267,1.15,0,0
5,20000.0,24500.0,30,Unknown,Unknown,Unknown,20000.0,15000.0,5000.0,18375.0,26.25,6.5,0.0,25.75,0.0,4000.0,0.0,111.0,0,40.0,Unknown,9,3,0,4.082297574514299,1.225,0,0
18,50000.0,52500.0,30,Other,GT Bank,Self-Employed,50000.0,30000.0,14950.9,34494.12,38.8235294117647,13.67,0.0,26.764705882352942,0.11764705882352941,2990.1961,4.0,0.875,0,49.0,Ogun,9,0,0,4.335172128462824,1.05,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,30.0,1.0,0.0,1.0,0.0,0,40.0,Unknown,8,193,1,0.3047802927131996,1.3,1,0
7,30000.0,34500.0,30,Savings,Zenith Bank,Permanent,20000.0,15000.0,5000.0,18000.0,22.5,7.5,0.0,19.0,0.0,2571.4286,0.0,13.8,0,33.0,Lagos,8,4,0,4.011705080246167,1.15,0,0
12,20000.0,22250.0,15,Savings,Skye Bank,Permanent,10000.0,10909.09,2874.8,12440.91,15.0,0.0,0.0,17.181818181818183,0.5454545454545454,90.9091,16.0,13.8,0,38.0,Ogun,9,6,1,2.970886962681338,1.1125,1,0
3,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,-0.0,0.0,2.0,0,39.0,Lagos,8,1,0,4.072212932475993,1.3,0,0
3,10000.0,13000.0,30,Other,Access Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,27.0,0.0,-0.0,0.0,359.0,0,50.0,Lagos,9,0,0,4.868899653502041,1.3,0,0
7,30000.0,39000.0,60,Savings,GT Bank,Permanent,20000.0,13333.33,4714.05,15708.33,22.5,7.5,0.0,14.666666666666666,0.16666666666666666,2285.7143,1.0,3.8,0,47.0,Lagos,8,1,0,3.6327121653536496,1.3,0,1
5,20000.0,21750.0,15,Savings,Diamond Bank,Unknown,20000.0,12500.0,4330.13,14625.0,18.75,6.5,0.0,16.5,0.0,3000.0,0.0,0.0,0,37.0,Lagos,8,0,0,3.366287989794685,1.0875,0,0
3,10000.0,11500.0,15,Savings,GT Bank,Unknown,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,16.0,0.0,-0.0,0.0,14.0,0,37.0,Cross River,8,0,1,3.366287989794685,1.15,0,0
5,20000.0,24500.0,30,Other,GT Bank,Permanent,20000.0,12500.0,4330.13,14750.0,18.75,6.5,0.0,15.0,0.0,3000.0,0.0,43.0,0,48.0,Lagos,8,7,0,4.162974710820733,1.225,0,0
2,10000.0,13000.0,30,Other,Diamond Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,33.0,Federal Capital Territory,8,0,1,4.011705080246167,1.3,0,0
4,10000.0,12250.0,30,Savings,Access Bank,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,26.333333333333332,0.0,0.0,0.0,13.5,0,41.0,Kaduna,8,0,0,3.4066265579479027,1.225,0,0
5,10000.0,13000.0,30,Savings,First Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,32.5,0.5,-0.0,12.0,1.3333,0,42.0,Ogun,8,2,0,2.489182713027288,1.3,1,0
3,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,13.5,0.5,-0.0,3.0,41.0,0,40.0,Unknown,8,13,1,1.8360082056232645,1.3,1,0
6,20000.0,24500.0,30,Savings,EcoBank,Permanent,20000.0,14000.0,4898.98,17600.0,30.0,0.0,0.0,25.8,0.2,3000.0,1.0,2.5,0,39.0,Federal Capital Territory,8,1,0,3.449171680256511,1.225,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,0,0,3.3965419159095984,1.3,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,13,0,3.3965419159095984,1.3,0,0
7,30000.0,34500.0,30,Unknown,Unknown,Unknown,30000.0,16666.67,7453.56,19291.67,20.0,7.07,0.0,12.333333333333334,0.0,4000.0,0.0,2.6,0,40.0,Unknown,8,0,0,3.3965419159095984,1.15,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,3,0,3.3965419159095984,1.3,0,0
2,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,35.0,Ogun,8,14,0,4.031874364322776,1.15,0,0
4,15000.0,18375.0,30,Savings,UBA,Permanent,10000.0,10000.0,0.0,12000.0,20.0,7.07,0.0,18.0,0.0,0.0,0.0,7.0,0,44.0,Rivers,8,3,0,4.122636142667514,1.225,0,0
2,10000.0,11500.0,15,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,40.0,Lagos,8,1,0,4.082297574514297,1.15,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,54.0,1.0,0.0,24.0,0.0,0,40.0,Unknown,9,315,0,0.8557292833870606,1.3,1,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1,37.0,Lagos,8,0,0,4.052043648399384,1.3,0,0
8,30000.0,34500.0,30,Savings,GT Bank,Permanent,30000.0,17142.86,6998.54,20585.71,27.857142857142858,5.25,0.0,27.857142857142858,0.2857142857142857,3214.2857,1.0,2.3333,0,37.0,Ogun,8,0,0,3.1644966421466605,1.15,0,0
2,10000.0,11500.0,15,Other,Access Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,39.0,Lagos,8,3,0,4.072212932475993,1.15,0,0
4,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,36.333333333333336,1.0,0.0,10.0,4.0,0,40.0,Unknown,8,0,0,0.25202985743591527,1.3,1,0
7,30000.0,39000.0,60,Savings,Zenith Bank,Unknown,20000.0,15000.0,5000.0,18633.33,30.0,0.0,0.0,28.5,0.0,2571.4286,0.0,10.6,0,35.0,Federal Capital Territory,8,1,0,3.3461187057180766,1.3,0,0
12,40000.0,44000.0,30,Savings,First Bank,Permanent,40000.0,28181.82,11134.04,32645.45,32.72727272727273,8.62,0.0,31.181818181818183,0.0,3363.6364,0.0,2.7,0,38.0,Lagos,9,0,0,4.7478839490423885,1.1,0,0
4,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,19.333333333333332,0.6666666666666666,0.0,7.0,12.5,0,46.0,Lagos,8,7,1,2.044510334603251,1.15,1,0
2,10000.0,13000.0,30,Savings,Skye Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,44.0,Lagos,8,54,0,4.122636142667514,1.3,0,0
10,30000.0,39000.0,60,Other,UBA,Permanent,30000.0,23333.33,8164.97,28011.11,38.333333333333336,15.99,0.0,34.22222222222222,0.7777777777777778,2833.3333,23.0,1.375,0,36.0,Lagos,9,3,0,2.1927631919184947,1.3,1,0
3,10000.0,13000.0,30,Savings,UBA,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,6.0,0.0,-0.0,0.0,23.0,0,46.0,Lagos,8,216,0,4.1428054267441246,1.3,0,0
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,6,0,3.3965419159095984,1.15,0,0
6,30000.0,34500.0,30,Savings,Stanbic IBTC,Permanent,20000.0,14000.0,4898.98,17600.0,30.0,0.0,0.0,21.8,0.0,3000.0,0.0,3.25,0,37.0,Federal Capital Territory,8,0,0,4.052043648399384,1.15,0,1
9,30000.0,34500.0,30,Unknown,Unknown,Unknown,30000.0,16250.0,6959.71,18506.25,18.75,6.5,0.0,15.875,0.0,2738.0952,0.0,17.8571,0,40.0,Unknown,8,0,0,3.3965419159095984,1.15,0,0
6,20000.0,24500.0,30,Savings,Keystone Bank,Permanent,20000.0,14000.0,4898.98,16700.0,21.0,7.35,0.0,19.8,0.2,3000.0,2.0,17.0,0,36.0,Lagos,8,0,0,3.4130565946663443,1.225,0,0
2,10000.0,13000.0,30,Savings,Skye Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0,42.0,Nasarawa,8,2,0,4.102466858590906,1.3,0,0
9,30000.0,34500.0,30,Savings,FCMB,Permanent,30000.0,16250.0,6959.71,18362.5,16.875,4.96,0.0,17.125,0.0,2738.0952,0.0,5.0,0,46.0,Ondo,8,0,0,4.1428054267441246,1.15,0,0
2,10000.0,13000.0,30,Savings,First Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0,41.0,Lagos,8,0,0,4.092382216552601,1.3,0,0
11,40000.0,44000.0,30,Unknown,Unknown,Unknown,30000.0,17500.0,8732.12,20300.0,22.5,7.5,0.0,13.4,0.0,2393.9394,0.0,8.1111,0,40.0,Unknown,8,5,0,3.3965419159095984,1.1,0,1
3,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,23.0,0.0,-0.0,0.0,1.0,1,41.0,Lagos,8,0,0,4.092382216552601,1.3,0,0
7,20000.0,24500.0,30,Savings,Diamond Bank,Permanent,20000.0,13333.33,4714.05,15458.33,17.5,5.59,0.0,17.0,0.3333333333333333,2285.7143,6.0,14.2,0,37.0,Lagos,8,0,0,2.9882432036408133,1.225,0,0
2,10000.0,13000.0,30,Savings,First Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,34.0,1.0,0.0,2.0,0.0,0,58.0,Ogun,8,1,0,1.166198348532124,1.3,1,0
9,30000.0,34500.0,30,Unknown,Unknown,Unknown,30000.0,21250.0,7806.25,24012.5,20.625,7.26,0.0,19.25,0.0,3214.2857,0.0,25.1429,0,40.0,Unknown,9,3,0,4.082297574514299,1.15,0,0
2,10000.0,11000.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,40.0,Unknown,8,11,0,3.3965419159095984,1.1,0,0
2,10000.0,13000.0,30,Savings,Diamond Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,38.0,Rivers,8,0,0,4.062128290437688,1.3,0,0
6,10000.0,13000.0,30,Unknown,Unknown,Unknown,20000.0,12000.0,4000.0,15000.0,27.0,6.0,0.0,31.2,0.2,2000.0,27.0,20.25,0,40.0,Unknown,8,4,1,2.6211105173335167,1.3,0,0
2,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0,38.0,Lagos,8,25,0,4.062128290437688,1.15,0,0
3,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,23.0,0.0,-0.0,0.0,16.0,1,34.0,Lagos,8,0,1,4.0217897222844705,1.3,0,0
3,20000.0,22250.0,15,Savings,Access Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,11.5,0.0,-0.0,0.0,15.0,0,39.0,Kaduna,8,0,1,4.072212932475993,1.1125,0,0
2,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0,46.0,Osun,8,2,1,4.1428054267441246,1.3,0,0
2,10000.0,13000.0,30,Savings,First Bank,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0,33.0,Oyo,8,22,1,3.325949421641468,1.3,0,0
4,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,12000.0,20.0,7.07,0.0,27.333333333333332,1.0,0.0,12.0,0.5,0,43.0,Lagos,8,1,1,0.9563171232050195,1.15,1,0
11,30000.0,34500.0,30,Other,EcoBank,Permanent,30000.0,19000.0,8306.62,22680.0,30.0,0.0,0.0,27.0,0.0,2727.2727,0.0,0.1111,0,44.0,Lagos,8,0,1,4.122636142667514,1.15,0,0
4,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,12500.0,25.0,7.07,0.0,29.333333333333332,0.3333333333333333,0.0,20.0,0.0,0,35.0,Lagos,8,0,1,2.886017686910651,1.3,0,0
13,20000.0,24500.0,30,Other,GT Bank,Self-Employed,10000.0,11666.67,5137.01,14483.33,27.5,5.59,0.0,39.583333333333336,0.6666666666666666,454.5455,51.0,4.1818,0,37.0,Lagos,9,3,0,2.2444620662311014,1.225,1,0
7,10000.0,11500.0,15,Savings,Fidelity Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,27.833333333333332,0.16666666666666666,0.0,6.0,54.0,0,51.0,Rivers,9,2,0,4.329500594735298,1.15,0,0
11,50000.0,52500.0,30,Savings,GT Bank,Self-Employed,50000.0,23400.0,15621.78,27352.5,37.5,19.27,0.0,29.7,0.2,5054.5455,9.0,20.4444,0,39.0,Lagos,9,0,0,3.95088693133824,1.05,0,1
13,10000.0,11000.0,30,Other,Stanbic IBTC,Unemployed,10000.0,17083.33,8281.09,20022.92,28.75,4.15,0.0,21.5,0.0,192.3077,0.0,15.4545,0,40.0,Lagos,9,1,0,4.219448706235238,1.1,0,0
6,10000.0,11500.0,30,Other,Fidelity Bank,Permanent,10000.0,14000.0,4898.98,16180.0,21.0,7.35,0.0,21.6,0.2,1000.0,3.0,52.75,0,35.0,Federal Capital Territory,9,18,0,4.082866451757484,1.15,0,0
2,10000.0,13000.0,30,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0,41.0,Lagos,8,3,0,4.092382216552601,1.3,0,0
3,10000.0,11500.0,15,Savings,First Bank,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,15.0,0.0,-0.0,0.0,5.0,1,37.0,Lagos,8,4,1,3.366287989794685,1.15,0,0
5,20000.0,24500.0,30,Savings,Diamond Bank,Permanent,20000.0,12500.0,4330.13,14750.0,18.75,6.5,0.0,18.0,0.0,3000.0,0.0,5.0,0,42.0,Katsina,8,0,0,4.102466858590906,1.225,0,0
2,10000.0,13000.0,30,Savings,UBA,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1,35.0,Lagos,8,55,0,3.3461187057180766,1.3,0,0
4,20000.0,24500.0,30,Other,Zenith Bank,Permanent,15000.0,11666.67,2357.02,13729.17,20.0,7.07,0.0,22.666666666666668,0.3333333333333333,2500.0,22.0,165.5,0,48.0,Lagos,9,0,0,3.6911513730627994,1.225,0,0
2,10000.0,13000.0,30,Savings,EcoBank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0,42.0,Akwa Ibom,8,0,0,4.102466858590906,1.3,0,0
2,10000.0,11500.0,15,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34.0,Edo,8,6,0,4.0217897222844705,1.15,0,0
4,10000.0,11500.0,15,Savings,Fidelity Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,17.0,0.6666666666666666,0.0,8.0,6.5,0,40.0,Lagos,8,5,0,1.9781413228981704,1.15,1,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,7,0,3.3965419159095984,1.3,0,0
7,30000.0,34500.0,30,Savings,First Bank,Permanent,30000.0,20000.0,8164.97,23625.0,27.5,5.59,0.0,20.0,0.0,4571.4286,0.0,44.8,0,60.0,Lagos,9,0,0,4.9697460738850845,1.15,0,0
2,10000.0,13000.0,30,Savings,EcoBank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0,37.0,Ekiti,8,1,0,4.052043648399384,1.3,0,0
10,30000.0,39000.0,60,Other,EcoBank,Self-Employed,40000.0,22222.22,9460.77,26597.22,35.0,14.14,0.0,35.55555555555556,0.4444444444444444,3500.0,21.0,0.375,0,50.0,Rivers,9,0,0,3.237152855591372,1.3,1,0
3,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,38.0,0.5,-0.0,29.0,0.0,0,40.0,Unknown,8,3,1,1.6836180592666652,1.15,1,0
3,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,13.0,0.0,-0.0,0.0,15.0,1,38.0,Oyo,8,25,0,4.062128290437688,1.15,0,0
3,10000.0,13000.0,30,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,12250.0,22.5,7.5,0.0,22.5,0.5,-0.0,1.0,5.0,0,42.0,Lagos,8,2,0,2.5536554672550804,1.3,1,0
2,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0,33.0,Rivers,8,17,0,4.011705080246167,1.15,0,0
2,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,44.0,Lagos,8,5,0,4.122636142667514,1.15,0,0
5,15000.0,18375.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11687.5,18.75,6.5,0.0,16.0,0.0,-0.0,0.0,16.3333,0,40.0,Unknown,8,4,0,3.3965419159095984,1.225,0,0
4,20000.0,24500.0,30,Savings,First Bank,Permanent,10000.0,10000.0,0.0,12500.0,25.0,7.07,0.0,14.333333333333334,0.0,0.0,0.0,1.0,1,34.0,Lagos,8,15,1,4.0217897222844705,1.225,0,0
10,30000.0,39000.0,60,Other,GT Bank,Student,40000.0,23333.33,9428.09,28577.78,43.333333333333336,14.91,0.0,35.888888888888886,0.2222222222222222,3500.0,7.0,7.5,0,35.0,Lagos,9,0,0,3.5793928528331804,1.3,0,0
4,20000.0,24500.0,30,Savings,UBA,Permanent,20000.0,13333.33,4714.05,16833.33,30.0,0.0,0.0,18.0,0.0,5000.0,0.0,0.0,0,39.0,Ogun,8,2,0,4.072212932475993,1.225,0,0
4,20000.0,24500.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,22.0,0.0,0.0,0.0,11.0,0,40.0,Unknown,8,1,0,3.3965419159095984,1.225,0,0
5,10000.0,13000.0,30,Savings,Zenith Bank,Permanent,10000.0,10000.0,0.0,11875.0,18.75,6.5,0.0,27.75,0.5,-0.0,16.0,9.0,0,44.0,Lagos,8,27,0,2.4859073592028813,1.3,1,0
2,10000.0,13000.0,30,Savings,GT Bank,Student,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,32.0,Lagos,8,0,0,3.590167043045044,1.3,0,0
9,30000.0,39000.0,60,Savings,UBA,Permanent,30000.0,18750.0,7806.25,23275.0,37.5,12.99,0.0,29.0,0.25,3214.2857,5.0,2.5714,0,43.0,Lagos,8,0,0,3.3117705873226555,1.3,0,0
9,30000.0,39000.0,60,Other,Skye Bank,Self-Employed,10000.0,15000.0,7071.07,18106.25,30.0,12.99,0.0,24.625,0.0,1190.4762,0.0,16.8571,0,32.0,Oyo,8,0,0,3.8644693064869235,1.3,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0,40.0,Unknown,8,6,0,3.3965419159095984,1.3,0,0
2,10000.0,13000.0,30,Savings,Sterling Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,40.0,Oyo,8,2,0,4.082297574514297,1.3,0,0
5,20000.0,24500.0,30,Savings,First Bank,Permanent,20000.0,12500.0,4330.13,14562.5,18.75,6.5,0.0,14.25,0.0,3000.0,0.0,21.6667,0,40.0,Kwara,8,28,0,4.082297574514297,1.225,0,0
5,20000.0,24500.0,30,Unknown,Unknown,Unknown,20000.0,12500.0,4330.13,15125.0,22.5,7.5,0.0,13.5,0.0,3000.0,0.0,1.0,0,40.0,Unknown,8,0,0,3.3965419159095984,1.225,0,0
2,10000.0,11500.0,15,Savings,Diamond Bank,Permanent,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,43.0,Lagos,8,17,0,4.112551500629211,1.15,0,0
4,10000.0,11500.0,15,Savings,GT Bank,Permanent,10000.0,10000.0,0.0,12000.0,20.0,7.07,0.0,22.0,0.3333333333333333,0.0,9.0,11.0,0,42.0,Lagos,8,11,0,3.021082935406574,1.15,0,0
6,20000.0,22250.0,15,Savings,Access Bank,Unemployed,20000.0,14000.0,4898.98,16400.0,21.0,7.35,0.0,17.8,0.0,3000.0,0.0,1.0,0,40.0,Federal Capital Territory,8,0,0,3.533693047630539,1.1125,0,0
2,10000.0,11500.0,15,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,11500.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1,40.0,Unknown,8,0,0,3.3965419159095984,1.15,0,0
4,20000.0,24500.0,30,Savings,Zenith Bank,Unknown,20000.0,13333.33,4714.05,16833.33,30.0,0.0,0.0,21.333333333333332,0.0,5000.0,0.0,0.5,1,40.0,Ogun,8,9,0,3.3965419159095984,1.225,0,0
5,20000.0,24500.0,30,Savings,Access Bank,Permanent,20000.0,15000.0,5000.0,18000.0,22.5,7.5,0.0,20.75,0.0,4000.0,0.0,0.0,1,37.0,Osun,8,0,0,4.052043648399384,1.225,0,0
9,30000.0,34500.0,30,Other,First Bank,Permanent,30000.0,18750.0,7806.25,21568.75,22.5,7.5,0.0,20.125,0.125,3214.2857,1.0,29.4286,0,50.0,Kano,9,1,0,4.477300936061644,1.15,0,0
7,15000.0,17250.0,30,Savings,Wema Bank,Unknown,15000.0,12500.0,2500.0,14375.0,17.5,5.59,0.0,14.666666666666666,0.16666666666666666,1285.7143,2.0,0.0,0,41.0,Federal Capital Territory,8,0,0,2.8805874950438715,1.15,0,0
2,10000.0,13000.0,30,Unknown,Unknown,Unknown,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,42.0,1.0,0.0,11.0,0.0,0,40.0,Unknown,8,3,0,0.24616869796066107,1.3,1,0
3,10000.0,13000.0,30,Savings,UBA,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,30.0,0.0,-0.0,0.0,1.0,0,34.0,Lagos,8,2,0,4.0217897222844705,1.3,0,0
5,10000.0,11500.0,15,Savings,Diamond Bank,Unknown,20000.0,12500.0,4330.13,15125.0,22.5,7.5,0.0,23.5,0.25,3000.0,25.0,0.6667,0,36.0,Ondo,8,2,0,2.438199244944749,1.15,0,0
2,10000.0,13000.0,30,Savings,Skye Bank,Permanent,10000.0,10000.0,0.0,13000.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1,41.0,Lagos,8,11,0,4.092382216552601,1.3,0,0
11,50000.0,57500.0,90,Savings,Access Bank,Permanent,40000.0,27000.0,11000.0,32255.0,42.0,18.73,0.0,24.1,0.0,3696.9697,0.0,11.1111,0,34.0,Kaduna,9,0,0,4.7075453808891705,1.15,0,0
